age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_date,Days_from,time_from_last_visit,churn_risk_score
35,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,11,263.58,34046.4,9,649.88,Yes,No,No,Not Applicable,Poor Customer Service,2017-07-11,173,256,3
25,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14,142.87,43660.25,29,580.25,No,Yes,Yes,No Information Available,Poor Customer Service,2017-10-25,67,329,3
41,M,Town,Gold Membership,Yes,Without Offers,Smartphone,Wi-Fi,7,248.72,33879.22,26,713.39,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,2015-12-03,759,164,3
21,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,164.87,49628.7,15,188.1924469,Yes,No,No,Not Applicable,Too many ads,2015-09-20,833,196,2
38,M,Village,No Membership,No,Without Offers,Desktop,Mobile_Data,11,376.93,31089.9,25,1071.824763,Yes,No,Yes,Solved,No reason specified,2015-06-10,935,245,3
12,F,City,No Membership,Yes,Without Offers,Both,Fiber_Optic,13,619.2,44015.54,9,826.4263584,Yes,Yes,No,Not Applicable,Poor Product Quality,2016-07-09,540,312,3
34,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,5,165.92,46167.97,23,661.83,No,Yes,No,Not Applicable,No reason specified,2016-05-30,580,119,3
15,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,766.04,44858.07,18,689.99,Yes,Yes,No,Not Applicable,Poor Customer Service,2016-04-20,620,328,3
55,M,Town,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,7,792.59,44496.31,19,741.71,Yes,No,No,Not Applicable,Too many ads,2017-09-21,101,160,2
59,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,629.37,23602.1,11,742.41,Yes,Yes,No,Not Applicable,Poor Website,2015-08-08,876,284,2
50,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22,56.28,6124.94,15,561.78,No,Yes,No,Not Applicable,Poor Website,2015-09-04,849,506,3
48,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,20,200.46,40236.57,21,647.61,Yes,No,No,Not Applicable,No reason specified,2016-10-08,449,460,3
23,F,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,16,1262.444589,12163.94,11,677.29,Yes,No,No,Not Applicable,Poor Customer Service,2015-11-02,790,364,3
49,M,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,15,30.58,38036.67,29,636.43,Yes,No,Yes,Solved,Too many ads,2015-11-23,769,356,3
56,F,Village,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,11,177.42,6280.96,20,578.69,Yes,No,Yes,No Information Available,No reason specified,2017-12-17,14,242,3
32,F,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,33.77,32673.05,21,529.02,No,Yes,No,Not Applicable,No reason specified,2016-02-27,673,354,3
52,M,Village,Gold Membership,No,Without Offers,Desktop,Wi-Fi,15,33.5,50085.74,4,1242.200999,No,Yes,No,Not Applicable,Reasonable Price,2016-05-13,597,337,1
16,M,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,62.53,23123.43,22,524.34,Yes,No,No,Not Applicable,Too many ads,2016-12-30,366,177,3
48,F,Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,583.96,38477.8,13,608.37,Yes,No,No,Not Applicable,No reason specified,2015-11-22,770,350,3
61,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,315.37,28202.86,19,778.62,Yes,No,No,Not Applicable,Poor Website,2017-07-17,167,210,2
33,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,14,146.24,2203.18,15,301.5444844,No,Yes,Yes,Solved in Follow-up,No reason specified,2016-05-07,603,315,3
22,M,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,103.51,21574,5,414.2461508,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,2016-08-11,507,476,3
12,M,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14,86.25,31792.97,9,1098.600851,No,Yes,Yes,No Information Available,Too many ads,2016-02-05,695,329,3
12,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,122.17,12440.72,5,677.35,No,Yes,Yes,No Information Available,Poor Website,2017-04-19,256,185,3
45,F,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,6,1482.53,13626.01,23,555.38,Yes,Yes,No,Not Applicable,No reason specified,2017-07-20,164,141,3
13,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,4,150.97,85750.12,6,785.69,Yes,No,No,Not Applicable,Quality Customer Care,2016-03-21,650,89,1
47,F,Town,Premium Membership,No,Without Offers,Smartphone,Mobile_Data,2,163.43,5843.93,5,754.32,No,Yes,Yes,No Information Available,Too many ads,2016-09-09,478,46,2
44,M,Town,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,21,34.97,14545.9,8,360.5824643,Yes,No,Yes,Unsolved,Poor Website,2016-07-24,525,494,2
17,M,Village,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,3,349.92,25966.98,9,659.95,Yes,No,No,Not Applicable,Poor Customer Service,2016-11-07,419,68,3
16,F,City,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,13,47.22,15403.3,19,672.15,No,Yes,No,Not Applicable,Poor Website,2017-05-05,240,300,3
52,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,502.02,28024.35,8,1161.057661,No,Yes,Yes,Solved,Poor Product Quality,2017-11-27,34,203,3
18,F,Town,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,17,200.63,21330.47,22,661.3,No,Yes,No,Not Applicable,No reason specified,2016-07-22,527,387,3
59,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14,1431.646546,56989.08,7,727.58,Yes,No,Yes,Unsolved,User Friendly Website,2016-12-12,384,330,1
18,M,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,21,260.08,15097.46,11,773.63,Yes,No,No,Not Applicable,Poor Product Quality,2015-08-16,868,495,2
49,M,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,76.11,28870.14,28,683.65,Yes,No,Yes,No Information Available,Poor Product Quality,2017-07-05,179,203,3
41,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10,1110.189531,49615.92,24,786.64,Yes,No,Yes,Solved,Poor Customer Service,2015-06-03,942,239,2
25,F,Town,No Membership,No,Without Offers,Smartphone,Mobile_Data,8,305.27,28019.96,7,608.54,Yes,No,No,Not Applicable,Poor Product Quality,2015-12-21,741,171,3
36,F,City,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,24,563.3,38221,10,1296.669481,No,Yes,Yes,Solved,Poor Customer Service,2017-06-25,189,564,2
16,F,Village,No Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,7,237.14,5061.41,10,989.9731931,Yes,Yes,No,Not Applicable,Poor Website,2017-12-20,11,166,3
30,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2,58.85,46895.72,16,792.09,No,Yes,Yes,Unsolved,Too many ads,2016-12-17,379,40,2
49,M,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13,150.91,17129.53,15,639.82,No,Yes,Yes,No Information Available,Poor Product Quality,2017-01-18,347,301,3
13,F,Town,Gold Membership,Yes,Without Offers,Desktop,Wi-Fi,9,271.76,26424.38,14,756.13,Yes,Yes,No,Not Applicable,Poor Product Quality,2015-09-05,848,199,2
56,M,Village,Platinum Membership,Yes,Without Offers,Both,Fiber_Optic,3,733.67,14436.07,6,297.403945,Yes,Yes,Yes,Solved,Quality Customer Care,2015-05-29,947,64,1
20,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,2,352.61,1816.1,5,733.6,No,Yes,No,Not Applicable,Poor Website,2016-05-11,599,47,2
29,M,City,Basic Membership,No,Without Offers,Desktop,Wi-Fi,19,43.5,14431.86,27,686.86,Yes,No,No,Not Applicable,Poor Customer Service,2017-07-19,165,436,3
46,M,Town,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,20,393.41,15462.29,8,747.11,No,Yes,Yes,No Information Available,No reason specified,2015-07-01,914,475,2
60,F,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5,95.02,11757.89,6,750.89,Yes,No,No,Not Applicable,Too many ads,2016-11-28,398,104,2
61,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,25,50.63,97688.49,17,292.5686807,Yes,No,Yes,Solved,Reasonable Price,2016-07-27,522,598,1
56,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,34.08,34687.38,15,717.96,No,Yes,No,Not Applicable,Reasonable Price,2016-02-10,690,285,1
41,M,City,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,16,34.82,33188.16,27,367.6930211,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,2016-10-24,433,384,3
29,F,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6,201.06,8436.67,6,1071.243322,Yes,No,Yes,Solved,Products always in Stock,2017-04-25,250,130,1
28,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,16,348.67,38427.15,29,700.81,Yes,No,Yes,Unsolved,Poor Website,2016-10-19,438,366,2
56,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14,42.78,43391.4,28,436.0883338,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,2015-08-22,862,315,3
43,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,21,33.37,36894.82,18,701.81,No,Yes,No,Not Applicable,Poor Customer Service,2016-05-01,609,486,2
60,F,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,16,101.56,5132.55,16,621.96,No,Yes,Yes,Unsolved,Poor Product Quality,2015-05-21,955,365,3
35,F,City,No Membership,No,Without Offers,Smartphone,Fiber_Optic,9,37.59,28432.23,29,631.14,No,Yes,Yes,Unsolved,Poor Product Quality,2015-05-28,948,200,3
54,F,City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4,80.78,19793.69,18,676.01,No,Yes,No,Not Applicable,Too many ads,2017-12-13,18,90,3
63,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,9,96.65,24717.58,35.52947394,746.23,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,2017-12-15,16,215,1
36,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,119.69,48054.16,20,606.57,No,Yes,Yes,Solved in Follow-up,No reason specified,2017-03-26,280,375,3
55,M,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15,156.18,14801.69,12,645.38,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,2015-07-27,888,345,3
24,F,Village,Gold Membership,No,Without Offers,Desktop,Wi-Fi,19,58.11,7232.66,8,673.32,No,Yes,No,Not Applicable,Poor Product Quality,2017-08-17,136,454,3
35,M,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,495.46,26812.57,17,538.4,Yes,Yes,Yes,Solved,Poor Website,2015-06-22,923,220,3
59,M,Town,No Membership,Yes,Without Offers,Both,Fiber_Optic,15,510.73,20038.13,7,622.29,Yes,Yes,No,Not Applicable,Poor Customer Service,2016-04-21,619,356,3
23,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,378.32,6289.63,29,717,No,Yes,No,Not Applicable,Too many ads,2015-01-16,1080,385,3
36,M,City,No Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,4,247.62,17192.01,12,614.6,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,2015-08-10,874,79,3
30,M,City,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,512.86,84959.24,19,759.74,No,Yes,No,Not Applicable,Reasonable Price,2015-02-15,1050,401,1
29,M,City,No Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,12,523.17,48510.75,12,1203.6933,Yes,No,No,Not Applicable,Poor Product Quality,2017-09-14,108,279,3
54,F,Village,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,23,388.92,46687.09,20,951.6893163,No,Yes,Yes,No Information Available,Poor Product Quality,2017-10-13,79,548,3
38,F,Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18,64.35,32459.02,18,626.88,Yes,No,No,Not Applicable,Poor Website,2015-08-01,883,416,3
19,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,8,437.82,2361.57,6,720.59,No,Yes,No,Not Applicable,Poor Product Quality,2016-05-20,590,181,2
28,F,Town,Silver Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,15,425.87,20552.83,6,734.31,Yes,Yes,No,Not Applicable,Poor Product Quality,2017-12-13,18,340,2
57,F,City,Platinum Membership,No,Without Offers,Desktop,Wi-Fi,12,400.2,32446,10,839,Yes,No,No,Not Applicable,User Friendly Website,2015-05-24,952,285,1
56,F,Village,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20,34.14,26613.52,25,708.39,No,Yes,Yes,Unsolved,Too many ads,2016-08-19,499,468,2
36,M,City,Basic Membership,No,Without Offers,Desktop,Wi-Fi,15,186.4,26284.13,17,656.21,Yes,No,No,Not Applicable,Poor Website,2015-10-10,813,353,3
13,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,5,1721.26,28781.74,13,512.17,Yes,Yes,Yes,Solved,Poor Customer Service,2017-12-30,1,104,3
27,M,Village,Silver Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,10,747.05,29414.81,16,683.08,No,Yes,Yes,Solved,Poor Product Quality,2015-03-08,1029,222,3
26,F,City,No Membership,Yes,Without Offers,Desktop,Mobile_Data,12,652.19,26519.82,16,1466.43648,Yes,Yes,No,Not Applicable,No reason specified,2017-05-10,235,287,3
16,M,City,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,11,130.05,17513.69,29,535.24,No,Yes,Yes,Unsolved,Too many ads,2016-09-26,461,258,3
23,M,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,32.83,49711.44,26,485.0209578,No,Yes,No,Not Applicable,Too many ads,2017-07-29,155,311,2
25,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,12,529.07,6325.37,23,744.6,Yes,No,Yes,Unsolved,Poor Product Quality,2015-03-02,1035,267,2
16,M,Village,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,47.18,2242.41,14,667.44,No,Yes,No,Not Applicable,Poor Customer Service,2015-06-26,919,147,3
27,M,Town,Silver Membership,Yes,Without Offers,Both,Fiber_Optic,11,249.36,28951.39,18,768.86,Yes,No,No,Not Applicable,Too many ads,2015-10-24,799,262,2
22,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3,2732.7,79718.85,5,824.45,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,2016-08-02,516,60,1
19,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,213.38,14581.71,18,713.31,Yes,Yes,No,Not Applicable,Poor Customer Service,2017-01-27,338,334,2
52,M,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,30.48,1911.99,22,745.75,Yes,No,Yes,No Information Available,Too many ads,2016-12-07,389,494,2
39,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,21,186.03,2353.19,22,675.41,Yes,No,No,Not Applicable,No reason specified,2017-04-22,253,503,3
20,F,Village,Platinum Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,20,257.51,26394.03,11,792.01,No,Yes,No,Not Applicable,Reasonable Price,2015-07-22,893,457,1
16,M,City,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,7,280.15,61874.77,4,774.36,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,2017-10-12,80,164,1
17,F,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,20,69.38,1062.77,24,699.24,Yes,No,Yes,Solved,Too many ads,2017-01-14,351,473,3
37,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,13,66.03,46020.2,29,529.86,No,Yes,No,Not Applicable,Poor Website,2016-10-29,428,294,3
49,F,Town,Basic Membership,No,,Smartphone,Mobile_Data,24,31.93,24009.29,6,618.05,Yes,No,Yes,No Information Available,Poor Product Quality,2016-09-18,469,559,3
36,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23,125.03,10994.22,20,1147.987633,Yes,No,No,Not Applicable,No reason specified,2016-03-14,657,551,3
59,F,Village,Gold Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,21,228.5,9071.32,8,703.79,Yes,No,No,Not Applicable,Poor Website,2015-09-25,828,504,2
17,M,City,Silver Membership,Yes,Without Offers,Both,Wi-Fi,4,406.37,14837.87,19,742.51,No,Yes,No,Not Applicable,Poor Website,2015-01-13,1083,90,2
48,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,160.61,90796.23,3,823.46,No,Yes,Yes,Unsolved,Reasonable Price,2016-01-23,708,332,1
47,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,14,247.55,40684.25,20,701.81,Yes,Yes,No,Not Applicable,Too many ads,2016-06-12,567,332,2
51,M,City,Platinum Membership,No,Without Offers,Desktop,Wi-Fi,18,55,8502.47,22,786.6,No,Yes,No,Not Applicable,Poor Product Quality,2017-08-23,130,414,2
27,M,City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,308.34,96015.22,4,815.96,Yes,No,No,Not Applicable,Reasonable Price,2017-06-17,197,222,1
17,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,8,1512.6,15911.62,16,586.72,Yes,No,No,Not Applicable,Poor Product Quality,2017-07-22,162,182,3
61,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,167.05,29100.92,29,517.38,No,Yes,Yes,Solved,No reason specified,2016-08-23,495,275,3
64,F,City,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,15,31.1,44214.34,27,672.58,Yes,No,Yes,No Information Available,Poor Website,2016-12-09,387,351,3
40,M,Town,Silver Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,23,413.94,42743.27,20,655.95,Yes,No,No,Not Applicable,Poor Website,2016-05-07,603,547,3
57,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,20,640.52,6027.42,13,1066.059624,No,Yes,No,Not Applicable,Poor Website,2015-04-16,990,459,2
28,M,City,Gold Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,12,202.8,20086.44,7,798.92,Yes,Yes,Yes,No Information Available,No reason specified,2015-05-03,973,277,2
60,M,Town,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,12,337.48,27396.98,26,614.08,No,Yes,Yes,Solved in Follow-up,No reason specified,2015-07-31,884,284,3
51,F,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,10,299.48,38854.23,28,668.5,No,Yes,Yes,Solved in Follow-up,Too many ads,2017-11-03,58,221,3
39,M,Village,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,110.72,4032.05,10,720.15,No,Yes,No,Not Applicable,Poor Product Quality,2015-06-15,930,430,2
23,M,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17,371.65,44996.93,27,507.98,No,Yes,No,Not Applicable,Poor Customer Service,2015-10-29,794,407,3
49,M,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15,153.01,59242.98,18,790.36,Yes,No,No,Not Applicable,User Friendly Website,2015-08-19,865,358,1
64,F,Village,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,22,223.8,35421.5,9,606.53,Yes,Yes,No,Not Applicable,Too many ads,2016-06-08,571,512,3
51,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15,92.58,47671.91,7,795.49,Yes,No,Yes,Solved,Reasonable Price,2016-11-12,414,341,1
38,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,11,62.54,50065.89,13,796.93,Yes,No,Yes,No Information Available,User Friendly Website,2017-06-04,210,252,1
25,F,City,Platinum Membership,Yes,Without Offers,Desktop,Fiber_Optic,7,170.95,41491.97,11,717.98,Yes,No,No,Not Applicable,Poor Customer Service,2017-10-21,71,158,2
17,F,Village,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3,64.75,7475.03,1,753.16,No,Yes,No,Not Applicable,User Friendly Website,2017-09-22,100,55,1
47,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3,152.42,43006.26,10,753.07,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,2017-06-18,196,64,2
60,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,6,427.58,30118.88,4,760.59,No,Yes,Yes,Unsolved,Reasonable Price,2017-05-31,214,122,1
41,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,9,90.52,4542.69,11,309.4934125,Yes,No,No,Not Applicable,Too many ads,2016-04-09,631,202,2
39,M,Village,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,17,72.68,13514.25,27,709.97,Yes,No,Yes,Solved in Follow-up,No reason specified,2015-10-08,815,407,3
55,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20,168.75,80304.79,17,797.72,No,Yes,No,Not Applicable,Quality Customer Care,2016-10-01,456,471,1
38,M,City,Platinum Membership,Yes,,Desktop,Mobile_Data,17,31.64,38649.06,9,759.73,Yes,No,No,Not Applicable,Too many ads,2016-03-25,646,398,2
13,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,20,1009.657785,8403.62,28,1048.853947,No,Yes,No,Not Applicable,Too many ads,2017-01-08,357,471,3
10,F,Village,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,10,111.62,37182.03,13,663.5,No,Yes,No,Not Applicable,Poor Website,2016-02-18,682,238,3
15,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14,147.74,27224.5,15,710.45,No,Yes,No,Not Applicable,Too many ads,2016-01-03,728,325,3
53,F,City,Gold Membership,Yes,Without Offers,Both,Mobile_Data,14,438.85,63431.93,17,709.01,Yes,No,No,Not Applicable,Quality Customer Care,2017-01-14,351,328,1
54,M,City,Gold Membership,Yes,Without Offers,Desktop,Mobile_Data,13,33.05,2943.43,24,678.77,No,Yes,No,Not Applicable,Too many ads,2017-03-25,281,300,3
28,M,Village,Premium Membership,Yes,Without Offers,Smartphone,Wi-Fi,17,1215.5691,18178.62,2,771.68,No,Yes,No,Not Applicable,Quality Customer Care,2017-01-18,347,399,1
39,F,Town,No Membership,No,Without Offers,Smartphone,Mobile_Data,1,77.77,30852.93,12,633.24,Yes,No,No,Not Applicable,Poor Customer Service,2017-11-11,50,15,3
13,M,Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,24,256.86,8522,17,669.02,Yes,No,Yes,Solved,Poor Customer Service,2017-07-07,177,556,3
42,F,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,26,1002.285062,3883.99,23,382.3570052,No,Yes,Yes,No Information Available,No reason specified,2015-02-25,1040,611,2
